Wavelength(nm),Absorbance
2401.8000,-0.788253
2401.6001,-3.25632
2401.3999,10
2401.2000,10
2401.0000,0
2400.8000,0.173925
2400.6001,0.594329
2400.3999,10
2400.2000,10
2400.0000,0.160181
2399.8000,10
2399.6001,-0.214738
2399.3999,10
2399.2000,1.88194
2399.0000,10
2398.8000,10
2398.6001,0
2398.3999,-2.38636
2398.2000,0.143202
2398.0000,10
2397.8000,10
2397.6001,0.702842
2397.3999,10
2397.2000,10
2397.0000,10
2396.8000,10
2396.6001,0
2396.3999,10
2396.2000,10
2396.0000,10
2395.8000,10
2395.6001,10
2395.3999,10
2395.2000,10
2395.0000,-2.8835
2394.8000,0.100013
2394.6001,10
2394.3999,10
2394.2000,10
2394.0000,10
2393.8000,0
2393.6001,1.91433
2393.3999,10
2393.2000,3.25239
2393.0000,10
2392.8000,10
2392.6001,10
2392.3999,-0.179122
2392.2000,0
2392.0000,-0.213292
2391.8000,10
2391.6001,10
2391.3999,10
2391.2000,10
2391.0000,-3.3172
2390.8000,10
2390.6001,-0.311206
2390.3999,10
2390.2000,10
2390.0000,-3.60921
2389.8000,10
2389.6001,0
2389.3999,10
2389.2000,-0.456569
2389.0000,10
2388.8000,10
2388.6001,10
2388.3999,10
2388.2000,1.55755
2388.0000,0
2387.8000,0
2387.6001,10
2387.3999,10
2387.2000,0
2387.0000,0.668284
2386.8000,10
2386.6001,1.93124
2386.3999,10
2386.2000,0.69762
2386.0000,10
2385.8000,0.612891
2385.6001,2.45305
2385.3999,10
2385.2000,-2.81517
2385.0000,10
2384.8000,-1.51239
2384.6001,0
2384.3999,0
2384.2000,1.784
2384.0000,10
2383.8000,-2.64157
2383.6001,10
2383.3999,10
2383.2000,10
2383.0000,10
2382.8000,-2.28466
2382.6001,2.49286
2382.3999,2.47712
2382.2000,10
2382.0000,10
2381.8000,10
2381.6001,1.33099
2381.3999,0.303243
2381.2000,2.39042
2381.0000,1.26875
2380.8000,1.27159
2380.6001,10
2380.3999,3.5943
2380.2000,10
2380.0000,0.919582
2379.8000,10
2379.6001,0.179467
2379.3999,10
2379.2000,10
2379.0000,-0.0809164
2378.8000,0.928459
2378.6001,10
2378.3999,10
2378.2000,10
2378.0000,10
2377.8000,0
2377.6001,0
2377.3999,10
2377.2000,10
2377.0000,-1.31816
2376.8000,2.41436
2376.6001,-2.83272
2376.3999,0.115354
2376.2000,10
2376.0000,-2.80414
2375.8000,-0.99136
2375.6001,1.65914
2375.3999,0
2375.2000,10
2375.0000,10
2374.8000,10
2374.6001,10
2374.3999,0.391274
2374.2000,-0.645577
2374.0000,10
2373.8000,2.8816
2373.6001,-3.18728
2373.3999,10
2373.2000,10
2373.0000,1.1347
2372.8000,1.56067
2372.6001,-0.523776
2372.3999,0
2372.2000,-0.603469
2372.0000,10
2371.8000,3.00841
2371.6001,0.0084373
2371.3999,1.59498
2371.2000,10
2371.0000,0
2370.8000,10
2370.6001,10
2370.3999,0
2370.2000,10
2370.0000,-3.41165
2369.8000,0.576637
2369.6001,10
2369.3999,0
2369.2000,-1.19448
2369.0000,10
2368.8000,10
2368.6001,10
2368.3999,10
2368.2000,10
2368.0000,10
2367.8000,0
2367.6001,1.52288
2367.3999,0
2367.2000,10
2367.0000,10
2366.8000,-1.46328
2366.6001,0
2366.3999,10
2366.2000,10
2366.0000,0.953943
2365.8000,10
2365.6001,10
2365.3999,10
2365.2000,0
2365.0000,10
2364.8000,0
2364.6001,0
2364.3999,10
2364.2000,10
2364.0000,10
2363.8000,0
2363.6001,10
2363.3999,-0.619642
2363.2000,10
2363.0000,-1.17197
2362.8000,3.38327
2362.6001,10
2362.3999,2.96406
2362.2000,10
2362.0000,4.35127
2361.8000,0
2361.6001,10
2361.3999,0
2361.2000,10
2361.0000,-3.10614
2360.8000,0
2360.6001,10
2360.3999,2.73271
2360.2000,-3.23826
2360.0000,10
2359.8000,10
2359.6001,0.161781
2359.3999,10
2359.2000,10
2359.0000,10
2358.8000,10
2358.6001,10
2358.3999,10
2358.2000,10
2358.0000,10
2357.8000,10
2357.6001,10
2357.3999,0
2357.2000,10
2357.0000,10
2356.8000,0.949486
2356.6001,10
2356.3999,0
2356.2000,10
2356.0000,10
2355.8000,10
2355.6001,10
2355.3999,10
2355.2000,-1.94253
2355.0000,3.06228
2354.8000,0.0636995
2354.6001,10
2354.3999,0
2354.2000,2.37092
2354.0000,-2.00565
2353.8000,-0.329394
2353.6001,0
2353.3999,10
2353.2000,10
2353.0000,0
2352.8000,0
2352.6001,10
2352.3999,10
2352.2000,1.50255
2352.0000,10
2351.8000,-0.0839739
2351.6001,10
2351.3999,10
2351.2000,-3.41464
2351.0000,10
2350.8000,-1.06589
2350.6001,0
2350.3999,0
2350.2000,0
2350.0000,0.688094
2349.8000,10
2349.6001,10
2349.3999,2.76898
2349.2000,2.38247
2349.0000,2.80017
2348.8000,10
2348.6001,10
2348.3999,2.38009
2348.2000,0
2348.0000,10
2347.8000,10
2347.6001,10
2347.3999,0.0631538
2347.2000,10
2347.0000,10
2346.8000,10
2346.6001,10
2346.3999,1.25127
2346.2000,10
2346.0000,10
2345.8000,0
2345.6001,10
2345.3999,10
2345.2000,10
2345.0000,-2.93732
2344.8000,2.59948
2344.6001,10
2344.3999,10
2344.2000,0
2344.0000,10
2343.8000,10
2343.6001,2.18047
2343.3999,10
2343.2000,-1.55864
2343.0000,-1.32615
2342.8000,10
2342.6001,0.364239
2342.3999,10
2342.2000,0.891818
2342.0000,10
2341.8000,10
2341.6001,0
2341.3999,0.187087
2341.2000,10
2341.0000,0
2340.8000,0
2340.6001,-1.68346
2340.3999,10
2340.2000,-0.618934
2340.0000,10
2339.8000,-2.15875
2339.6001,10
2339.3999,10
2339.2000,-1.21257
2339.0000,10
2338.8000,-2.27393
2338.6001,-0.42302
2338.3999,10
2338.2000,10
2338.0000,10
2337.8000,10
2337.6001,10
2337.3999,-0.598336
2337.2000,10
2337.0000,10
2336.8000,10
2336.6001,10
2336.3999,0
2336.2000,10
2336.0000,10
2335.8000,10
2335.6001,3.83952
2335.3999,10
2335.2000,10
2335.0000,-2.0851
2334.8000,10
2334.6001,10
2334.3999,10
2334.2000,10
2334.0000,0.601212
2333.8000,10
2333.6001,-1.66908
2333.3999,-0.287885
2333.2000,10
2333.0000,10
2332.8000,10
2332.6001,10
2332.3999,10
2332.2000,0
2332.0000,0
2331.8000,10
2331.6001,0.914261
2331.3999,0.478753
2331.2000,1.15097
2331.0000,10
2330.8000,-0.275642
2330.6001,-2.67946
2330.3999,10
2330.2000,10
2330.0000,10
2329.8000,10
2329.6001,0.647194
2329.3999,2.00616
2329.2000,-0.0271746
2329.0000,0
2328.8000,1.63306
2328.6001,-1.35582
2328.3999,10
2328.2000,0
2328.0000,0
2327.8000,0.637452
2327.6001,10
2327.3999,2.15533
2327.2000,10
2327.0000,10
2326.8000,0.121786
2326.6001,0
2326.3999,10
2326.2000,10
2326.0000,0
2325.8000,0
2325.6001,10
2325.3999,10
2325.2000,-0.228319
2325.0000,10
2324.8000,-1.97579
2324.6001,1.33633
2324.3999,10
2324.2000,10
2324.0000,10
2323.8000,0.909453
2323.6001,10
2323.3999,10
2323.2000,0
2323.0000,10
2322.8000,10
2322.6001,2.52543
2322.3999,0
2322.2000,0
2322.0000,10
2321.8000,10
2321.6001,0.35747
2321.3999,0.204777
2321.2000,0.0200085
2321.0000,10
2320.8000,10
2320.6001,10
2320.3999,-1.59522
2320.2000,10
2320.0000,10
2319.8000,0.608966
2319.6001,1.59003
2319.3999,10
2319.2000,10
2319.0000,10
2318.8000,10
2318.6001,-2.69201
2318.3999,1.19079
2318.2000,10
2318.0000,0.848523
2317.8000,0.348401
2317.6001,10
2317.3999,10
2317.2000,10
2317.0000,10
2316.8000,3.32701
2316.6001,10
2316.3999,0.451028
2316.2000,-3.61477
2316.0000,10
2315.8000,-0.300567
2315.6001,10
2315.3999,10
2315.2000,10
2315.0000,10
2314.8000,3.24373
2314.6001,10
2314.3999,10
2314.2000,10
2314.0000,10
2313.8000,0.37318
2313.6001,10
2313.3999,0.149616
2313.2000,1.17633
2313.0000,10
2312.8000,-0.353077
2312.6001,10
2312.3999,-0.985914
2312.2000,10
2312.0000,-2.42242
2311.8000,-1.24996
2311.6001,1.67607
2311.3999,-2.28908
2311.2000,10
2311.0000,10
2310.8000,-3.34747
2310.6001,10
2310.3999,-1.5663
2310.2000,2.43497
2310.0000,1.64154
2309.8000,1.91681
2309.6001,10
2309.3999,0
2309.2000,-1.60046
2309.0000,3.57144
2308.8000,-1.68683
2308.6001,10
2308.3999,10
2308.2000,10
2308.0000,10
2307.8000,10
2307.6001,0
2307.3999,1.29186
2307.2000,10
2307.0000,0
2306.8000,0
2306.6001,10
2306.3999,-0.874614
2306.2000,10
2306.0000,10
2305.8000,10
2305.6001,0
2305.3999,10
2305.2000,0
2305.0000,0
2304.8000,10
2304.6001,10
2304.3999,10
2304.2000,10
2304.0000,10
2303.8000,10
2303.6001,0
2303.3999,10
2303.2000,10
2303.0000,-2.15631
2302.8000,10
2302.6001,10
2302.3999,10
2302.2000,10
2302.0000,-2.18168
2301.8000,-1.79894
2301.6001,-2.67998
2301.3999,0
2301.2000,10
2301.0000,10
2300.8000,10
2300.6001,-1.06573
2300.3999,10
2300.2000,-3.35955
2300.0000,10
2299.8000,1.90611
2299.6001,3.0209
2299.3999,10
2299.2000,0
2299.0000,0
2298.8000,0.358272
2298.6001,-1.73452
2298.3999,10
2298.2000,10
2298.0000,10
2297.8000,10
2297.6001,10
2297.3999,-2.42013
2297.2000,10
2297.0000,10
2296.8000,10
2296.6001,10
2296.3999,0.331135
2296.2000,10
2296.0000,10
2295.8000,10
2295.6001,1.3397
2295.3999,-2.06225
2295.2000,10
2295.0000,0.737042
2294.8000,10
2294.6001,-0.693772
2294.3999,10
2294.2000,-1.20013
2294.0000,10
2293.8000,-0.239516
2293.6001,0
2293.3999,-0.457846
2293.2000,3.13701
2293.0000,0.145762
2292.8000,2.96508
2292.6001,2.66592
2292.3999,10
2292.2000,1.77482
2292.0000,10
2291.8000,10
2291.6001,-0.682573
2291.3999,10
2291.2000,10
2291.0000,-0.355519
2290.8000,10
2290.6001,10
2290.3999,-3.24392
2290.2000,10
2290.0000,10
2289.8000,10
2289.6001,0
2289.3999,1.54478
2289.2000,2.29619
2289.0000,10
2288.8000,0.413697
2288.6001,1.70824
2288.3999,10
2288.2000,1.62332
2288.0000,0
2287.8000,0
2287.6001,10
2287.3999,0
2287.2000,2.84701
2287.0000,10
2286.8000,10
2286.6001,0.120438
2286.3999,10
2286.2000,10
2286.0000,10
2285.8000,10
2285.6001,10
2285.3999,10
2285.2000,-0.206542
2285.0000,10
2284.8000,10
2284.6001,10
2284.3999,10
2284.2000,10
2284.0000,10
2283.8000,10
2283.6001,1.16568
2283.3999,0
2283.2000,10
2283.0000,10
2282.8000,10
2282.6001,-0.807762
2282.3999,1.58981
2282.2000,10
2282.0000,0.871171
2281.8000,10
2281.6001,10
2281.3999,10
2281.2000,-1.76125
2281.0000,10
2280.8000,10
2280.6001,10
2280.3999,10
2280.2000,10
2280.0000,10
2279.8000,10
2279.6001,10
2279.3999,2.10109
2279.2000,0
2279.0000,10
2278.8000,10
2278.6001,10
2278.3999,10
2278.2000,-2.04693
2278.0000,0
2277.8000,10
2277.6001,0.139296
2277.3999,-0.395245
2277.2000,-0.780466
2277.0000,10
2276.8000,10
2276.6001,0.872416
2276.3999,10
2276.2000,0.443428
2276.0000,10
2275.8000,10
2275.6001,10
2275.3999,10
2275.2000,10
2275.0000,0
2274.8000,-1.64941
2274.6001,0.000395327
2274.3999,10
2274.2000,10
2274.0000,0
2273.8000,0
2273.6001,10
2273.3999,10
2273.2000,10
2273.0000,10
2272.8000,10
2272.6001,0.0456953
2272.3999,0.353864
2272.2000,-0.623617
2272.0000,-0.173116
2271.8000,0
2271.6001,10
2271.3999,1.93635
2271.2000,0
2271.0000,-0.529959
2270.8000,2.74018
2270.6001,-0.526542
2270.3999,0.396238
2270.2000,-2.38021
2270.0000,-1.49544
2269.8000,10
2269.6001,0
2269.3999,10
2269.2000,-0.240453
2269.0000,10
2268.8000,10
2268.6001,-0.761258
2268.3999,10
2268.2000,-2.12335
2268.0000,-0.934853
2267.8000,0
2267.6001,-1.86877
2267.3999,10
2267.2000,0.500722
2267.0000,0
2266.8000,10
2266.6001,10
2266.3999,10
2266.2000,10
2266.0000,-3.01484
2265.8000,0
2265.6001,-1.40243
2265.3999,2.87735
2265.2000,10
2265.0000,10
2264.8000,1.73796
2264.6001,1.89808
2264.3999,10
2264.2000,10
2264.0000,10
2263.8000,0.922955
2263.6001,-1.03546
2263.3999,10
2263.2000,-1.36463
2263.0000,0
2262.8000,-2.24735
2262.6001,10
2262.3999,10
2262.2000,-0.617615
2262.0000,-1.53167
2261.8000,10
2261.6001,-2.70802
2261.3999,-0.101006
2261.2000,10
2261.0000,10
2260.8000,10
2260.6001,10
2260.3999,10
2260.2000,0.941846
2260.0000,10
2259.8000,-0.656032
2259.6001,10
2259.3999,-2.55885
2259.2000,0
2259.0000,0.558416
2258.8000,-0.937127
2258.6001,0.390936
2258.3999,10
2258.2000,0
2258.0000,0.0281243
2257.8000,10
2257.6001,0
2257.3999,-1.31859
2257.2000,0
2257.0000,-2.46964
2256.8000,2.47783
2256.6001,0.538868
2256.3999,10
2256.2000,0
2256.0000,10
2255.8000,10
2255.6001,10
2255.3999,10
2255.2000,10
2255.0000,0
2254.8000,10
2254.6001,-0.238882
2254.3999,10
2254.2000,-0.486755
2254.0000,10
2253.8000,0
2253.6001,10
2253.3999,-3.22297
2253.2000,10
2253.0000,10
2252.8000,2.0591
2252.6001,-2.90919
2252.3999,1.31745
2252.2000,10
2252.0000,10
2251.8000,10
2251.6001,2.61903
2251.3999,-1.02683
2251.2000,0.342939
2251.0000,-2.72494
2250.8000,-2.64039
2250.6001,10
2250.3999,10
2250.2000,10
2250.0000,2.17043
2249.8000,10
2249.6001,10
2249.3999,10
2249.2000,10
2249.0000,3.92255
2248.8000,10
2248.6001,10
2248.3999,10
2248.2000,-2.76195
2248.0000,10
2247.8000,10
2247.6001,-0.829586
2247.3999,2.40397
2247.2000,-1.28349
2247.0000,0.630229
2246.8000,1.49381
2246.6001,10
2246.3999,0
2246.2000,1.36455
2246.0000,10
2245.8000,-1.50563
2245.6001,-1.57546
2245.3999,10
2245.2000,10
2245.0000,2.91736
2244.8000,-2.87377
2244.6001,0.399461
2244.3999,10
2244.2000,10
2244.0000,-2.25902
2243.8000,1.63523
2243.6001,0
2243.3999,10
2243.2000,-2.08349
2243.0000,0
2242.8000,0
2242.6001,10
2242.3999,10
2242.2000,10
2242.0000,10
2241.8000,2.40863
2241.6001,0
2241.3999,10
2241.2000,-0.398166
2241.0000,10
2240.8000,10
2240.6001,10
2240.3999,10
2240.2000,2.30322
2240.0000,0
2239.8000,10
2239.6001,0.409777
2239.3999,0
2239.2000,10
2239.0000,-2.06538
2238.8000,-3.18212
2238.6001,10
2238.3999,1.7858
2238.2000,0.201164
2238.0000,0.178242
2237.8000,10
2237.6001,10
2237.3999,10
2237.2000,0.804567
2237.0000,-2.49531
2236.8000,3.19561
2236.6001,-0.140407
2236.3999,10
2236.2000,10
2236.0000,10
2235.8000,0
2235.6001,10
2235.3999,10
2235.2000,10
2235.0000,-0.787276
2234.8000,1.04816
2234.6001,-1.79849
2234.3999,1.79081
2234.2000,10
2234.0000,0.215297
2233.8000,10
2233.6001,0.310304
2233.3999,1.05203
2233.2000,0
2233.0000,-0.244125
2232.8000,0
2232.6001,0.093746
2232.3999,10
2232.2000,10
2232.0000,-0.558086
2231.8000,0.692382
2231.6001,0
2231.3999,10
2231.2000,-1.86066
2231.0000,-0.378365
2230.8000,10
2230.6001,-1.60323
2230.3999,-2.08163
2230.2000,0.181381
2230.0000,-2.46132
2229.8000,0.150649
2229.6001,10
2229.3999,10
2229.2000,10
2229.0000,4.19832
2228.8000,-2.42003
2228.6001,10
2228.3999,10
2228.2000,10
2228.0000,10
2227.8000,10
2227.6001,10
2227.3999,10
2227.2000,0
2227.0000,0
2226.8000,10
2226.6001,2.00231
2226.3999,-1.65633
2226.2000,-0.284792
2226.0000,10
2225.8000,10
2225.6001,1.53442
2225.3999,10
2225.2000,10
2225.0000,0
2224.8000,0
2224.6001,10
2224.3999,0.0593954
2224.2000,10
2224.0000,10
2223.8000,10
2223.6001,10
2223.3999,10
2223.2000,10
2223.0000,-3.23754
2222.8000,-1.30393
2222.6001,0
2222.3999,10
2222.2000,10
2222.0000,10
2221.8000,10
2221.6001,-1.88824
2221.3999,-3.96342
2221.2000,-1.41414
2221.0000,10
2220.8000,10
2220.6001,-2.17283
2220.3999,0.36331
2220.2000,10
2220.0000,-0.158362
2219.8000,10
2219.6001,10
2219.3999,0
2219.2000,1.61354
2219.0000,-3.11382
2218.8000,2.6994
2218.6001,10
2218.3999,-4.22562
2218.2000,10
2218.0000,-3.31099
2217.8000,0
2217.6001,-1.78853
2217.3999,-2.69369
2217.2000,-1.01662
2217.0000,10
2216.8000,0
2216.6001,10
2216.3999,0
2216.2000,10
2216.0000,0
2215.8000,10
2215.6001,2.33166
2215.3999,10
2215.2000,10
2215.0000,10
2214.8000,10
2214.6001,0.437837
2214.3999,0
2214.2000,-1.32651
2214.0000,0
2213.8000,0.599575
2213.6001,10
2213.3999,10
2213.2000,-3.06236
2213.0000,-0.0404576
2212.8000,-1.77838
2212.6001,0.0180282
2212.3999,0.467357
2212.2000,10
2212.0000,-0.0362122
2211.8000,-4.70529
2211.6001,-2.65854
2211.3999,3.82823
2211.2000,0
2211.0000,0
2210.8000,1.75042
2210.6001,0
2210.3999,10
2210.2000,0.353672
2210.0000,-0.0297216
2209.8000,-0.012157
2209.6001,10
2209.3999,10
2209.2000,10
2209.0000,-2.20866
2208.8000,10
2208.6001,0
2208.3999,10
2208.2000,1.54104
2208.0000,1.88429
2207.8000,0.0757207
2207.6001,10
2207.3999,10
2207.2000,1.96957
2207.0000,10
2206.8000,-0.498631
2206.6001,0.370396
2206.3999,10
2206.2000,10
2206.0000,1.86144
2205.8000,10
2205.6001,1.00049
2205.3999,0.604035
2205.2000,-0.204825
2205.0000,0
2204.8000,-1.56608
2204.6001,1.76253
2204.3999,2.85817
2204.2000,10
2204.0000,10
2203.8000,10
2203.6001,0.669955
2203.3999,10
2203.2000,-2.43858
2203.0000,10
2202.8000,10
2202.6001,2.27382
2202.3999,-1.55574
2202.2000,10
2202.0000,10
2201.8000,0.885652
2201.6001,0
2201.3999,3.48667
2201.2000,0
2201.0000,10
2200.8000,10
2200.6001,0
2200.3999,-2.18204
2200.2000,10
2200.0000,-3.00429
2199.8000,10
2199.6001,10
2199.3999,10
2199.2000,-0.872988
2199.0000,-0.0008977
2198.8000,10
2198.6001,-2.0709
2198.3999,0
2198.2000,10
2198.0000,10
2197.8000,10
2197.6001,-0.309804
2197.3999,0.32756
2197.2000,-0.163452
2197.0000,10
2196.8000,0
2196.6001,10
2196.3999,0.0177288
2196.2000,0.00257402
2196.0000,10
2195.8000,0
2195.6001,-2.10256
2195.3999,10
2195.2000,2.85849
2195.0000,10
2194.8000,10
2194.6001,-0.0166967
2194.3999,2.28847
2194.2000,10
2194.0000,10
2193.8000,10
2193.6001,10
2193.3999,10
2193.2000,10
2193.0000,10
2192.8000,1.23954
2192.6001,0
2192.3999,10
2192.2000,-4.0349
2192.0000,10
2191.8000,10
2191.6001,3.26863
2191.3999,10
2191.2000,10
2191.0000,10
2190.8000,1.09449
2190.6001,0
2190.3999,10
2190.2000,-2.81583
2190.0000,10
2189.8000,10
2189.6001,10
2189.3999,0
2189.2000,10
2189.0000,10
2188.8000,1.30856
2188.6001,2.08894
2188.3999,-0.335636
2188.2000,10
2188.0000,10
2187.8000,0.8896
2187.6001,-0.112739
2187.3999,1.20019
2187.2000,10
2187.0000,2.30168
2186.8000,-1.07491
2186.6001,0
2186.3999,10
2186.2000,2.5493
2186.0000,0
2185.8000,0.09691
2185.6001,10
2185.3999,10
2185.2000,10
2185.0000,10
2184.8000,10
2184.6001,10
2184.3999,0.286459
2184.2000,1.02748
2184.0000,0
2183.8000,10
2183.6001,10
2183.3999,-0.152763
2183.2000,10
2183.0000,0
2182.8000,10
2182.6001,10
2182.3999,0
2182.2000,10
2182.0000,10
2181.8000,0
2181.6001,0
2181.3999,0
2181.2000,-3.43571
2181.0000,3.12617
2180.8000,-0.0543257
2180.6001,-2.8583
2180.3999,10
2180.2000,-0.716759
2180.0000,0.0614892
2179.8000,10
2179.6001,1.48216
2179.3999,10
2179.2000,0
2179.0000,-0.511597
2178.8000,2.28966
2178.6001,0
2178.3999,10
2178.2000,0
2178.0000,0.0409586
2177.8000,1.46153
2177.6001,0.770544
2177.3999,0
2177.2000,0.757758
2177.0000,-2.93415
2176.8000,3.08444
2176.6001,-2.86721
2176.3999,0.636139
2176.2000,10
2176.0000,0
2175.8000,10
2175.6001,10
2175.3999,10
2175.2000,2.92789
2175.0000,10
2174.8000,10
2174.6001,-2.67451
2174.3999,0.6398
2174.2000,10
2174.0000,0
2173.8000,0
2173.6001,10
2173.3999,10
2173.2000,10
2173.0000,0.577111
2172.8000,0.361449
2172.6001,0.646106
2172.3999,0
2172.2000,-2.3636
2172.0000,10
2171.8000,-2.65065
2171.6001,10
2171.3999,0
2171.2000,10
2171.0000,10
2170.8000,0
2170.6001,10
2170.3999,10
2170.2000,-2.04357
2170.0000,-0.246096
2169.8000,0.107953
2169.6001,-1.66354
2169.3999,10
2169.2000,0
2169.0000,0.241954
2168.8000,10
2168.6001,10
2168.3999,10
2168.2000,0
2168.0000,0
2167.8000,10
2167.6001,-2.4273
2167.3999,0.0441089
2167.2000,-3.3992
2167.0000,2.13
2166.8000,10
2166.6001,2.56641
2166.3999,10
2166.2000,10
2166.0000,0.139084
2165.8000,10
2165.6001,0
2165.3999,0
2165.2000,10
2165.0000,-0.49485
2164.8000,10
2164.6001,1.55033
2164.3999,0
2164.2000,10
2164.0000,10
2163.8000,0
2163.6001,2.70115
2163.3999,10
2163.2000,10
2163.0000,10
2162.8000,-3.25527
2162.6001,10
2162.3999,10
2162.2000,-0.904971
2162.0000,-0.00682596
2161.8000,10
2161.6001,1.34982
2161.3999,-1.65291
2161.2000,10
2161.0000,0.341236
2160.8000,-2.55672
2160.6001,-2.98394
2160.3999,-1.08671
2160.2000,10
2160.0000,-1.31343
2159.8000,0
2159.6001,10
2159.3999,1.89031
2159.2000,-0.279291
2159.0000,-0.0115598
2158.8000,10
2158.6001,10
2158.3999,0
2158.2000,0
2158.0000,10
2157.8000,-1.49545
2157.6001,-3.11706
2157.3999,10
2157.2000,0
2157.0000,10
2156.8000,10
2156.6001,10
2156.3999,-0.870308
2156.2000,2.71941
2156.0000,10
2155.8000,2.12398
2155.6001,10
2155.3999,10
2155.2000,2.21457
2155.0000,-1.80716
2154.8000,10
2154.6001,0.495412
2154.3999,0
2154.2000,10
2154.0000,0.244222
2153.8000,-0.0788538
2153.6001,0
2153.3999,10
2153.2000,10
2153.0000,10
2152.8000,10
2152.6001,0.217434
2152.3999,0
2152.2000,-0.751339
2152.0000,0
2151.8000,-1.14143
2151.6001,2.32126
2151.3999,10
2151.2000,10
2151.0000,10
2150.8000,10
2150.6001,10
2150.3999,-2.8083
2150.2000,10
2150.0000,10
2149.8000,10
2149.6001,0.298657
2149.3999,10
2149.2000,0
2149.0000,2.4014
2148.8000,0
2148.6001,10
2148.3999,10
2148.2000,-2.88078
2148.0000,-0.122801
2147.8000,-2.20684
2147.6001,0
2147.3999,0
2147.2000,10
2147.0000,0.465692
2146.8000,2.3407
2146.6001,0
2146.3999,10
2146.2000,-2.26641
2146.0000,2.52138
2145.8000,10
2145.6001,0
2145.3999,1.61714
2145.2000,-0.242055
2145.0000,10
2144.8000,0.840748
2144.6001,10
2144.3999,10
2144.2000,10
2144.0000,-2.27643
2143.8000,10
2143.6001,10
2143.3999,10
2143.2000,10
2143.0000,10
2142.8000,0.789016
2142.6001,10
2142.3999,10
2142.2000,2.10198
2142.0000,10
2141.8000,10
2141.6001,10
2141.3999,-1.25964
2141.2000,-2.51672
2141.0000,0
2140.8000,0
