Wavelength(nm),Absorbance
748.0000,0.00979874
747.8000,0.0100059
747.6000,0.0100022
747.4000,0.00996778
747.2000,0.010032
747.0000,0.00965518
746.8000,0.00984115
746.6000,0.01011
746.4000,0.00992092
746.2000,0.00988089
746.0000,0.00994082
745.8000,0.009935
745.6000,0.00981519
745.4000,0.00986158
745.2000,0.0100719
745.0000,0.00986544
744.8000,0.00993648
744.6000,0.0101118
744.4000,0.00980801
744.2000,0.00990037
744.0000,0.0101766
743.8000,0.0100903
743.6000,0.0100769
743.4000,0.0100288
743.2000,0.00993921
743.0000,0.0097141
742.8000,0.00964782
742.6000,0.00989199
742.4000,0.0100841
742.2000,0.00999647
742.0000,0.0100266
741.8000,0.0101976
741.6000,0.00981703
741.4000,0.00964562
741.2000,0.00983889
741.0000,0.00966569
740.8000,0.00986556
740.6000,0.0100367
740.4000,0.00993553
740.2000,0.00996903
740.0000,0.00973121
739.8000,0.00952112
739.6000,0.00970834
739.4000,0.00982897
739.2000,0.00991373
739.0000,0.0100412
738.8000,0.00996238
738.6000,0.00998144
738.4000,0.00986212
738.2000,0.00985588
738.0000,0.00975936
737.8000,0.00973584
737.6000,0.00975669
737.4000,0.009868
737.2000,0.00981199
737.0000,0.00970341
736.8000,0.00984976
736.6000,0.00979197
736.4000,0.00942199
736.2000,0.00944902
736.0000,0.00965768
735.8000,0.00964888
735.6000,0.00961562
735.4000,0.00973691
735.2000,0.00993422
735.0000,0.0098949
734.8000,0.00983438
734.6000,0.00972877
734.4000,0.00973115
734.2000,0.00977439
734.0000,0.0096376
733.8000,0.00955439
733.6000,0.00980533
733.4000,0.00989716
733.2000,0.0100803
733.0000,0.0100755
732.8000,0.0097789
732.6000,0.00965863
732.4000,0.00961253
732.2000,0.00957226
732.0000,0.00965411
731.8000,0.00961628
731.6000,0.00981335
731.4000,0.0100296
731.2000,0.00998376
731.0000,0.00976328
730.8000,0.00986782
730.6000,0.00989609
730.4000,0.00979429
730.2000,0.00974196
730.0000,0.00984881
729.8000,0.0096569
729.6000,0.00969628
729.4000,0.00981448
729.2000,0.00992436
729.0000,0.00975396
728.8000,0.00963362
728.6000,0.00975716
728.4000,0.00998934
728.2000,0.0101361
728.0000,0.00994687
727.8000,0.00963998
727.6000,0.00952689
727.4000,0.00946791
727.2000,0.00955712
727.0000,0.0098974
726.8000,0.00999772
726.6000,0.00965566
726.4000,0.00963059
726.2000,0.00972616
726.0000,0.00951637
725.8000,0.00972242
725.6000,0.00999831
725.4000,0.00979126
725.2000,0.00956359
725.0000,0.00969735
724.8000,0.0096847
724.6000,0.00970804
724.4000,0.00970442
724.2000,0.00981769
724.0000,0.00979957
723.8000,0.00984697
723.6000,0.00985487
723.4000,0.00988231
723.2000,0.00974885
723.0000,0.00987014
722.8000,0.00981864
722.6000,0.00970133
722.4000,0.00981567
722.2000,0.00977884
722.0000,0.00970169
721.8000,0.00986099
721.6000,0.00972628
721.4000,0.0095358
721.2000,0.0093933
721.0000,0.00957921
720.8000,0.00992757
720.6000,0.00994028
720.4000,0.00981662
720.2000,0.00985998
720.0000,0.00983527
719.8000,0.00976506
719.6000,0.00989722
719.4000,0.00999481
719.2000,0.00972212
719.0000,0.00978068
718.8000,0.00996921
718.6000,0.00975235
718.4000,0.00954494
718.2000,0.00987269
718.0000,0.00995525
717.8000,0.00980955
717.6000,0.00973917
717.4000,0.00962928
717.2000,0.00972943
717.0000,0.00955011
716.8000,0.009521
716.6000,0.00981406
716.4000,0.00981608
716.2000,0.00984424
716.0000,0.00992727
715.8000,0.0097302
715.6000,0.00971315
715.4000,0.00964693
715.2000,0.00969806
715.0000,0.00969022
714.8000,0.00966177
714.6000,0.00957363
714.4000,0.00966165
714.2000,0.00959727
714.0000,0.00961289
713.8000,0.00977896
713.6000,0.0098892
713.4000,0.00964722
713.2000,0.00955338
713.0000,0.00962679
712.8000,0.00965993
712.6000,0.00960434
712.4000,0.00972111
712.2000,0.00967829
712.0000,0.00957535
711.8000,0.00947598
711.6000,0.00970288
711.4000,0.00983331
711.2000,0.00973738
711.0000,0.00958094
710.8000,0.00957511
710.6000,0.00972758
710.4000,0.00977771
710.2000,0.00957589
710.0000,0.00965292
709.8000,0.00978324
709.6000,0.00974398
709.4000,0.00973073
709.2000,0.0094644
709.0000,0.00947188
708.8000,0.00955611
708.6000,0.00954363
708.4000,0.00953657
708.2000,0.0096613
708.0000,0.00989621
707.8000,0.00982137
707.6000,0.00965732
707.4000,0.00965007
707.2000,0.00963297
707.0000,0.00966712
706.8000,0.00984953
706.6000,0.00999718
706.4000,0.00971719
706.2000,0.00977861
706.0000,0.00976328
705.8000,0.0096066
705.6000,0.00950669
705.4000,0.00957173
705.2000,0.00954476
705.0000,0.00975651
704.8000,0.00980118
704.6000,0.00959727
704.4000,0.00952095
704.2000,0.0096891
704.0000,0.00985362
703.8000,0.00994064
703.6000,0.00968429
703.4000,0.00975485
703.2000,0.00983664
703.0000,0.00989597
702.8000,0.00981763
702.6000,0.00972016
702.4000,0.00952801
702.2000,0.0094527
702.0000,0.00968292
701.8000,0.00979856
701.6000,0.00963505
701.4000,0.00957767
701.2000,0.00970365
701.0000,0.0097065
700.8000,0.00958604
700.6000,0.00959982
700.4000,0.00973156
700.2000,0.00980129
700.0000,0.0097242
699.8000,0.00948097
699.6000,0.0095507
699.4000,0.0096433
699.2000,0.0097226
699.0000,0.00968583
698.8000,0.0095627
698.6000,0.00948246
698.4000,0.00949273
698.2000,0.00955029
698.0000,0.00966813
697.8000,0.00956454
697.6000,0.00952914
697.4000,0.0095358
697.2000,0.00977712
697.0000,0.00968423
696.8000,0.00957523
696.6000,0.00950889
696.4000,0.00948798
696.2000,0.00945811
696.0000,0.00954387
695.8000,0.00946476
695.6000,0.00936034
695.4000,0.0094034
695.2000,0.00955991
695.0000,0.00952142
694.8000,0.00974897
694.6000,0.00980314
694.4000,0.00961491
694.2000,0.00965227
694.0000,0.00973768
693.8000,0.00977166
693.6000,0.00980147
693.4000,0.00954423
693.2000,0.00960089
693.0000,0.00978936
692.8000,0.00963707
692.6000,0.00953366
692.4000,0.00967597
692.2000,0.00974659
692.0000,0.0095649
691.8000,0.00949238
691.6000,0.00961295
691.4000,0.00961681
691.2000,0.00959056
691.0000,0.00961259
690.8000,0.00952611
690.6000,0.00947497
690.4000,0.00948163
690.2000,0.0096057
690.0000,0.00951596
689.8000,0.00957036
689.6000,0.0096477
689.4000,0.00972129
689.2000,0.00963481
689.0000,0.00957607
688.8000,0.00956781
688.6000,0.00962424
688.4000,0.00963802
688.2000,0.0098181
688.0000,0.00967276
687.8000,0.00971553
687.6000,0.00976506
687.4000,0.00974653
687.2000,0.00971238
687.0000,0.00974326
686.8000,0.00982422
686.6000,0.00986954
686.4000,0.009765
686.2000,0.0098105
686.0000,0.00971701
685.8000,0.00979435
685.6000,0.00974439
685.4000,0.00972462
685.2000,0.00982309
685.0000,0.00988112
684.8000,0.0099265
684.6000,0.00967965
684.4000,0.00948258
684.2000,0.00963166
684.0000,0.0097596
683.8000,0.00963213
683.6000,0.00948632
683.4000,0.00945888
683.2000,0.00952487
683.0000,0.00946446
682.8000,0.00956181
682.6000,0.00953627
682.4000,0.00951382
682.2000,0.00956751
682.0000,0.00949232
681.8000,0.00951827
681.6000,0.0096686
681.4000,0.00946517
681.2000,0.00938006
681.0000,0.00951115
680.8000,0.00960606
680.6000,0.00957001
680.4000,0.00949968
680.2000,0.00927184
680.0000,0.00934175
679.8000,0.00932559
679.6000,0.0094113
679.4000,0.00948323
679.2000,0.00947236
679.0000,0.00933474
678.8000,0.00936818
678.6000,0.00936818
678.4000,0.00930362
678.2000,0.00937584
678.0000,0.00948757
677.8000,0.00971131
677.6000,0.00982951
677.4000,0.00975069
677.2000,0.00983028
677.0000,0.00970466
676.8000,0.00974416
676.6000,0.00969189
676.4000,0.00971838
676.2000,0.00975883
676.0000,0.00976934
675.8000,0.00968898
675.6000,0.00980694
675.4000,0.00973198
675.2000,0.00946678
675.0000,0.00961972
674.8000,0.00969587
674.6000,0.00982214
674.4000,0.00965518
674.2000,0.00948418
674.0000,0.00957434
673.8000,0.00956751
673.6000,0.00938938
673.4000,0.00944088
673.2000,0.00965239
673.0000,0.00966932
672.8000,0.00958462
672.6000,0.00956359
672.4000,0.00947099
672.2000,0.00956531
672.0000,0.00961105
671.8000,0.00970977
671.6000,0.0096177
671.4000,0.0096961
671.2000,0.00965673
671.0000,0.00943447
670.8000,0.00927487
670.6000,0.00948489
670.4000,0.00971648
670.2000,0.00965263
670.0000,0.00945424
669.8000,0.00940702
669.6000,0.00939437
669.4000,0.00956133
669.2000,0.0097324
669.0000,0.00975609
668.8000,0.00949065
668.6000,0.00935375
668.4000,0.00937952
668.2000,0.00960107
668.0000,0.00955504
667.8000,0.00952136
667.6000,0.00959264
667.4000,0.00956769
667.2000,0.00951245
667.0000,0.00946042
666.8000,0.00958402
666.6000,0.0095592
666.4000,0.00948852
666.2000,0.00963861
666.0000,0.00956918
665.8000,0.00965477
665.6000,0.0097571
665.4000,0.00965471
665.2000,0.0095804
665.0000,0.00945175
664.8000,0.00952671
664.6000,0.00950734
664.4000,0.00960677
664.2000,0.00972895
664.0000,0.00964918
663.8000,0.00947337
663.6000,0.00946292
663.4000,0.00949921
663.2000,0.00964004
663.0000,0.00956941
662.8000,0.00955183
662.6000,0.00948418
662.4000,0.00955254
662.2000,0.00947147
662.0000,0.00952974
661.8000,0.00953288
661.6000,0.00942324
661.4000,0.00946951
661.2000,0.00954987
661.0000,0.00935588
660.8000,0.00939776
660.6000,0.00934763
660.4000,0.00947616
660.2000,0.00977243
660.0000,0.00977504
659.8000,0.00962566
659.6000,0.00964663
659.4000,0.00976477
659.2000,0.0097283
659.0000,0.00958711
658.8000,0.00949475
658.6000,0.00962138
658.4000,0.00967217
658.2000,0.00955724
658.0000,0.00948103
657.8000,0.00950123
657.6000,0.00957933
657.4000,0.00947515
657.2000,0.00946422
657.0000,0.00953853
656.8000,0.00961758
656.6000,0.00964407
656.4000,0.00942318
656.2000,0.00949671
656.0000,0.00949416
655.8000,0.00933147
655.6000,0.00933919
655.4000,0.00943589
655.2000,0.0093617
655.0000,0.00943452
654.8000,0.00970038
654.6000,0.00986532
654.4000,0.00972764
654.2000,0.00946648
654.0000,0.00938736
653.8000,0.00976845
653.6000,0.00979149
653.4000,0.00957054
653.2000,0.00947563
653.0000,0.00963849
652.8000,0.00953081
652.6000,0.00945525
652.4000,0.00941671
652.2000,0.00937471
652.0000,0.0094925
651.8000,0.00976263
651.6000,0.00970204
651.4000,0.00949267
651.2000,0.0096196
650.9999,0.00964562
650.8000,0.00950354
650.6000,0.00940037
650.4000,0.00939966
650.2000,0.00985831
649.9999,0.0098301
649.8000,0.00956347
649.6000,0.00953906
649.4000,0.00949891
649.2000,0.00957684
648.9999,0.00966142
648.8000,0.00974332
648.6000,0.00985778
648.4000,0.00972794
648.2000,0.00947836
647.9999,0.00966581
647.8000,0.00964199
647.6000,0.00945923
647.4000,0.00949
647.2000,0.00951441
646.9999,0.00936824
646.8000,0.00946238
646.6000,0.00948745
646.4000,0.00948008
646.2000,0.00959786
645.9999,0.00957987
645.8000,0.0094878
645.6000,0.00961455
645.4000,0.00951608
645.2000,0.0097182
644.9999,0.00977534
644.8000,0.00955177
644.6000,0.0094745
644.4000,0.00952974
644.2000,0.00963712
643.9999,0.00958171
643.8000,0.00937198
643.6000,0.00944219
643.4000,0.00946399
643.2000,0.00953467
642.9999,0.00961895
642.8000,0.00961141
642.6000,0.00965821
642.4000,0.00971357
642.2000,0.00964312
641.9999,0.0095371
641.8000,0.00944819
641.6000,0.00966653
641.4000,0.00979066
641.2000,0.00945662
640.9999,0.00934395
640.8000,0.00943025
640.6000,0.00947895
640.4000,0.00961942
640.2000,0.00978152
639.9999,0.00973127
639.8000,0.00962709
639.6000,0.00965958
639.4000,0.00956579
639.2000,0.00958741
638.9999,0.0096948
638.8000,0.00957298
638.6000,0.0098029
638.4000,0.00990387
638.2000,0.00962958
637.9999,0.00953876
637.8000,0.0096041
637.6000,0.00956787
637.4000,0.00967781
637.2000,0.00975372
636.9999,0.00973721
636.8000,0.00953746
636.6000,0.00938487
636.4000,0.00946339
636.2000,0.00976732
635.9999,0.00959632
635.8000,0.00938101
635.6000,0.00948953
635.4000,0.00955385
635.2000,0.00958777
634.9999,0.00976221
634.8000,0.00969218
634.6000,0.00962715
634.4000,0.00963873
634.2000,0.00961859
633.9999,0.00961841
633.8000,0.00961919
633.6000,0.00945739
633.4000,0.00958171
633.2000,0.0097773
632.9999,0.00973756
632.8000,0.00960048
632.6000,0.00957399
632.4000,0.00959798
632.2000,0.00951548
631.9999,0.00949178
631.8000,0.00950384
631.6000,0.00962893
631.4000,0.00962358
631.2000,0.00963718
630.9999,0.00958711
630.8000,0.00940649
630.6000,0.00938582
630.4000,0.00969854
630.2000,0.00967306
629.9999,0.0095507
629.8000,0.00962554
629.6000,0.00966183
629.4000,0.00954417
629.2000,0.00963107
628.9999,0.00974255
628.8000,0.00963255
628.6000,0.00948103
628.4000,0.00952534
628.2000,0.00966237
627.9999,0.00978591
627.8000,0.00978068
627.6000,0.00959531
627.4000,0.00970448
627.2000,0.00974594
626.9999,0.00966278
626.8000,0.00964401
626.6000,0.00950645
626.4000,0.00952475
626.2000,0.00959994
625.9999,0.00974493
625.8000,0.00964039
625.6000,0.00953199
625.4000,0.00958177
625.2000,0.00968702
624.9999,0.00959555
624.8000,0.0095924
624.6000,0.00968987
624.4000,0.00955361
624.2000,0.00954821
623.9999,0.00951804
623.8000,0.00942662
623.6000,0.00952344
623.4000,0.00964906
623.2000,0.00968351
622.9999,0.00962703
622.8000,0.00957933
622.6000,0.00961764
622.4000,0.00966967
622.2000,0.00981983
621.9999,0.00976512
621.8000,0.00964496
621.6000,0.009722
621.4000,0.00977184
621.2000,0.00969604
620.9999,0.00959578
620.8000,0.00954601
620.6000,0.00963148
620.4000,0.00949006
620.2000,0.00963326
619.9999,0.00917318
619.8000,0.00937246
619.6000,0.00937156
619.4000,0.00919189
619.2000,0.00919207
618.9999,0.00920918
618.8000,0.0092602
618.6000,0.00919082
618.4000,0.00924101
618.2000,0.00926435
617.9999,0.00915216
617.8000,0.00907655
617.6000,0.00918304
617.4000,0.00939972
617.2000,0.00937572
616.9999,0.00928099
616.8000,0.00938671
616.6000,0.0094549
616.4000,0.00946446
616.2000,0.00930065
615.9999,0.00939016
615.8000,0.00941534
615.6000,0.00947978
615.4000,0.00935642
615.2000,0.00932179
614.9999,0.00938671
614.8000,0.00936176
614.6000,0.00946119
614.4000,0.00945038
614.2000,0.00932714
613.9999,0.00942449
613.8000,0.0093579
613.6000,0.00928889
613.4000,0.0092792
613.2000,0.00928211
612.9999,0.00928188
612.8000,0.00916647
612.6000,0.00917568
612.4000,0.00923561
612.2000,0.00936919
611.9999,0.0093345
611.8000,0.00930433
611.6000,0.00946018
611.4000,0.00944908
611.2000,0.00924357
610.9999,0.0092678
610.8000,0.0094227
610.6000,0.00950081
610.4000,0.00935808
610.2000,0.0094078
609.9999,0.00929144
609.8000,0.00919302
609.6000,0.0092299
609.4000,0.00933527
609.2000,0.00921399
608.9999,0.00912258
608.8000,0.00923881
608.6000,0.00941884
608.4000,0.00947283
608.2000,0.00937489
607.9999,0.00929465
607.8000,0.00938505
607.6000,0.00930718
607.4000,0.00936099
607.2000,0.00929512
606.9999,0.00915643
606.8000,0.00906478
606.6000,0.0091123
606.4000,0.00909858
606.2000,0.00916712
605.9999,0.00926537
605.8000,0.00925646
605.6000,0.00920817
605.4000,0.0091306
605.2000,0.00926649
604.9999,0.00942419
604.8000,0.00939176
604.6000,0.00933646
604.4000,0.00918601
604.2000,0.00915899
603.9999,0.00920763
603.8000,0.00933474
603.6000,0.00948109
603.4000,0.0093152
603.2000,0.00937697
602.9999,0.00943601
602.8000,0.0091537
602.6000,0.00905813
602.4000,0.00922076
602.2000,0.00926905
601.9999,0.00931852
601.8000,0.0093155
601.6000,0.00931567
601.4000,0.0092814
601.2000,0.00931045
600.9999,0.00919421
600.8000,0.0091651
600.6000,0.00916142
600.4000,0.0091714
600.2000,0.00915513
599.9999,0.00927041
599.8000,0.0092624
599.6000,0.00938018
599.4000,0.00924089
599.2000,0.00920472
598.9999,0.00922432
598.8000,0.00923353
598.6000,0.00919266
598.4000,0.00936533
598.2000,0.00921927
597.9999,0.00918589
597.8000,0.00906977
597.6000,0.00912347
597.4000,0.00942538
597.2000,0.00928425
596.9999,0.00916059
596.8000,0.0092912
596.6000,0.00957886
596.4000,0.00949178
596.2000,0.00936545
595.9999,0.0094217
595.8000,0.00942241
595.6000,0.00955872
595.4000,0.0095213
595.2000,0.00918352
594.9999,0.00901406
594.8000,0.00916285
594.6000,0.00943078
594.4000,0.00937935
594.2000,0.0092615
593.9999,0.00914847
593.8000,0.00908207
593.6000,0.00911272
593.4000,0.00935179
593.2000,0.00941896
592.9999,0.00936919
592.8000,0.00926317
592.6000,0.00932149
592.4000,0.00937554
592.2000,0.00925111
591.9999,0.00903497
591.8000,0.00919177
591.6000,0.0093449
591.4000,0.00938249
591.2000,0.00923513
590.9999,0.009325
590.8000,0.00930813
590.6000,0.00929542
590.4000,0.00916956
590.2000,0.00916273
589.9999,0.0091951
589.8000,0.0093775
589.6000,0.00953336
589.4000,0.00951322
589.2000,0.00921874
588.9999,0.00925628
588.8000,0.00929726
588.6000,0.00918963
588.4000,0.00914622
588.2000,0.00927315
587.9999,0.0094884
587.8000,0.00939681
587.6000,0.00921078
587.4000,0.00924184
587.2000,0.00937364
586.9999,0.00940114
586.8000,0.00930427
586.6000,0.0091227
586.4000,0.00914598
586.2000,0.00915697
585.9999,0.00928188
585.8000,0.00936414
585.6000,0.00919843
585.4000,0.00918298
585.2000,0.00918655
584.9999,0.00902707
584.8000,0.00918637
584.6000,0.00909419
584.4000,0.00929661
584.2000,0.00928924
583.9999,0.00929572
583.8000,0.00918957
583.6000,0.00929387
583.4000,0.00932916
583.2000,0.00927653
582.9999,0.00913042
582.8000,0.00902505
582.6000,0.00896031
582.4000,0.00911533
582.2000,0.00921185
581.9999,0.00916202
581.8000,0.00910999
581.6000,0.00914414
581.4000,0.00910197
581.2000,0.00917853
580.9999,0.00912169
580.8000,0.00911391
580.6000,0.0091736
580.4000,0.00937703
580.2000,0.00943357
579.9999,0.00936283
579.8000,0.00929227
579.6000,0.00919088
579.4000,0.00913149
579.2000,0.00924357
578.9999,0.00932785
578.8000,0.00915744
578.6000,0.00914295
578.4000,0.00923876
578.2000,0.00923311
577.9999,0.00915091
577.8000,0.00928045
577.6000,0.00921298
577.4000,0.00916011
577.2000,0.00913143
576.9999,0.00934121
576.8000,0.00934371
576.6000,0.00936016
576.4000,0.00940441
576.2000,0.00939105
575.9999,0.00915994
575.8000,0.0091812
575.6000,0.00912768
575.4000,0.00912905
575.2000,0.00899689
574.9999,0.00897765
574.8000,0.0091616
574.6000,0.00928514
574.4000,0.00907215
574.2000,0.00904833
573.9999,0.00913535
573.8000,0.00926103
573.6000,0.00923383
573.4000,0.00929542
573.2000,0.00920128
572.9999,0.00915726
572.8000,0.0091227
572.6000,0.00906663
572.4000,0.00894255
572.2000,0.00906259
571.9999,0.00914538
571.8000,0.00910274
571.6000,0.00913719
571.4000,0.00921316
571.2000,0.00927463
570.9999,0.00921636
570.8000,0.00918405
570.6000,0.0092046
570.4000,0.00922462
570.2000,0.00934585
569.9999,0.00935998
569.8000,0.00910137
569.6000,0.00903604
569.4000,0.0091553
569.2000,0.00938891
568.9999,0.00926269
568.8000,0.00927588
568.6000,0.0092577
568.4000,0.00922117
568.2000,0.00911539
567.9999,0.00910672
567.8000,0.00925984
567.6000,0.00941005
567.4000,0.00924683
567.2000,0.00925129
566.9999,0.00917639
566.8000,0.00936658
566.6000,0.00932672
566.4000,0.00908813
566.2000,0.00914253
565.9999,0.00925153
565.8000,0.00915619
565.6000,0.00922741
565.4000,0.00914901
565.2000,0.0089947
564.9999,0.00883706
564.8000,0.00905873
564.6000,0.00902998
564.4000,0.00906401
564.2000,0.00906294
563.9999,0.00897985
563.8000,0.00912626
563.6000,0.0092956
563.4000,0.00912216
563.2000,0.00903372
562.9999,0.0091186
562.8000,0.00918185
562.6000,0.00921203
562.4000,0.00915008
562.2000,0.00907447
561.9999,0.00919688
561.8000,0.0091031
561.6000,0.00905469
561.4000,0.00912044
561.2000,0.00891748
560.9999,0.0091028
560.8000,0.0090886
560.6000,0.00900521
560.4000,0.0090235
560.2000,0.00904708
559.9999,0.00899909
559.8000,0.00908599
559.6000,0.00905968
559.4000,0.00924351
559.2000,0.00934472
558.9999,0.0091521
558.8000,0.00907262
558.6000,0.00921321
558.4000,0.00903301
558.2000,0.00901507
557.9999,0.00895098
557.8000,0.00923091
557.6000,0.00926346
557.4000,0.00914592
557.2000,0.00909585
556.9999,0.00907969
556.8000,0.00886711
556.6000,0.0090137
556.4000,0.00909543
556.2000,0.00907749
555.9999,0.00905457
555.8000,0.00904976
555.6000,0.00900153
555.4000,0.00898216
555.2000,0.0088288
554.9999,0.0089555
554.8000,0.00910583
554.6000,0.00911907
554.4000,0.00910713
554.2000,0.0090709
553.9999,0.00900812
553.8000,0.00894195
553.6000,0.00906532
553.4000,0.00896203
553.2000,0.00894653
552.9999,0.00902748
552.8000,0.00909074
552.6000,0.00912519
552.4000,0.00899606
552.2000,0.00901073
551.9999,0.00922254
551.8000,0.00903592
551.6000,0.00914473
551.4000,0.00913956
551.2000,0.009142
550.9999,0.00909858
550.8000,0.00895253
550.6000,0.00894956
550.4000,0.00913006
550.2000,0.00903057
549.9999,0.00920805
549.8000,0.00914497
549.6000,0.00911325
549.4000,0.00907488
549.2000,0.00909252
548.9999,0.00909603
548.8000,0.00901614
548.6000,0.00914129
548.4000,0.00915352
548.2000,0.00890174
547.9999,0.00902439
547.8000,0.00892746
547.6000,0.00901531
547.4000,0.00916629
547.2000,0.00920068
546.9999,0.00913849
546.8000,0.00896791
546.6000,0.00883932
546.4000,0.00898698
546.2000,0.00907179
545.9999,0.00917936
545.8000,0.00916469
545.6000,0.0091872
545.4000,0.00916528
545.2000,0.00897908
544.9999,0.00900652
544.8000,0.00902843
544.6000,0.00896654
544.4000,0.00890156
544.2000,0.00893447
543.9999,0.00895478
543.8000,0.00904643
543.6000,0.00906948
543.4000,0.00914443
543.2000,0.00898151
542.9999,0.00904055
542.8000,0.00900432
542.6000,0.00894136
542.4000,0.0089685
542.2000,0.00915483
541.9999,0.00890608
541.8000,0.00883059
541.6000,0.00893263
541.4000,0.00904952
541.2000,0.00908023
540.9999,0.00906544
540.8000,0.00897373
540.6000,0.00904607
540.4000,0.00891338
540.2000,0.0089116
539.9999,0.00898894
539.8000,0.00900871
539.6000,0.00878942
539.4000,0.00890554
539.2000,0.0091221
538.9999,0.00899363
538.8000,0.00884116
538.6000,0.00890174
538.4000,0.00899749
538.2000,0.00912246
537.9999,0.00906443
537.8000,0.00886022
537.6000,0.00882827
537.4000,0.00905302
537.2000,0.00894284
536.9999,0.0087937
536.8000,0.0089397
536.6000,0.00890335
536.4000,0.00884033
536.2000,0.00891671
535.9999,0.00893613
535.8000,0.00903277
535.6000,0.00908338
535.4000,0.00901281
535.2000,0.00907518
534.9999,0.00893857
534.8000,0.0090203
534.6000,0.0091597
534.4000,0.00918393
534.2000,0.00906657
533.9999,0.00897908
533.8000,0.00889521
533.6000,0.00903705
533.4000,0.00897492
533.2000,0.00912555
532.9999,0.00910511
532.8000,0.00900711
532.6000,0.00899796
532.4000,0.00904489
532.2000,0.00895953
531.9999,0.00908551
531.8000,0.00910381
531.6000,0.00916124
531.4000,0.00905178
531.2000,0.00906621
530.9999,0.00909514
530.8000,0.00895668
530.6000,0.00909389
530.4000,0.00931466
530.2000,0.00916279
529.9999,0.00899482
529.8000,0.00890762
529.6000,0.00901317
529.4000,0.00914212
529.2000,0.00927457
528.9999,0.0091363
528.8000,0.0089059
528.6000,0.0090747
528.4000,0.00898104
528.2000,0.00892936
527.9999,0.00903111
527.8000,0.00903526
527.6000,0.00885221
527.4000,0.00879168
527.2000,0.00881799
526.9999,0.008813
526.8000,0.00897676
526.6000,0.00909062
526.4000,0.00894956
526.2000,0.00900598
525.9999,0.00905795
525.8000,0.00896648
525.6000,0.00878164
525.4000,0.00890346
525.2000,0.00902766
524.9999,0.0088806
524.8000,0.00874078
524.6000,0.0089808
524.4000,0.0091278
524.2000,0.00913707
523.9999,0.00902968
523.8000,0.00895419
523.6000,0.00880522
523.4000,0.00896933
523.2000,0.00904827
522.9999,0.00898828
522.8000,0.00904221
522.6000,0.00912863
522.4000,0.00890394
522.2000,0.00889824
521.9999,0.00906128
521.8000,0.00916089
521.6000,0.00899054
521.4000,0.00889456
521.2000,0.00914236
520.9999,0.00908979
520.8000,0.00883534
520.6000,0.00889937
520.4000,0.00898389
520.2000,0.00891885
519.9999,0.00886979
519.8000,0.00895306
519.6000,0.0090766
519.4000,0.00907043
519.2000,0.00893685
518.9999,0.00872712
518.8000,0.00882975
518.6000,0.00887127
518.4000,0.00881574
518.2000,0.00887721
517.9999,0.00897527
517.8000,0.00892788
517.6000,0.00880576
517.4000,0.00892895
517.2000,0.00913517
516.9999,0.00906686
516.8000,0.0090924
516.6000,0.0089549
516.4000,0.00904174
516.2000,0.00917401
515.9999,0.00900521
515.8000,0.00897147
515.6000,0.00914966
515.4000,0.00910707
515.2000,0.0090766
514.9999,0.00903716
514.8000,0.00907957
514.6000,0.00881918
514.4000,0.00872848
514.2000,0.00893833
513.9999,0.00900177
513.8000,0.00889265
513.6000,0.00883249
513.4000,0.00885031
513.2000,0.00892829
512.9999,0.00909929
512.8000,0.00903907
512.6000,0.00895187
512.4000,0.00913291
512.2000,0.0091758
512.0000,0.00904726
511.8000,0.00897106
511.6000,0.00901465
511.4000,0.00914883
511.2000,0.00917633
511.0000,0.00897676
510.8000,0.0088683
510.6000,0.00890014
510.4000,0.0087836
510.2000,0.0086085
510.0000,0.00885203
509.8000,0.00888297
509.6000,0.00902
509.4000,0.00870971
509.2000,0.00856319
509.0000,0.00864901
508.8000,0.00877404
508.6000,0.00870039
508.4000,0.00894261
508.2000,0.00899054
508.0000,0.00912578
507.8000,0.00902178
507.6000,0.00890655
507.4000,0.0089625
507.2000,0.00910678
507.0000,0.00888677
506.8000,0.00893316
506.6000,0.00896452
506.4000,0.00885428
506.2000,0.00880736
506.0000,0.00871072
505.8000,0.00859205
505.6000,0.00876477
505.4000,0.00895823
505.2000,0.00894659
505.0000,0.00879495
504.8000,0.00882667
504.6000,0.00898377
504.4000,0.00897361
504.2000,0.00895318
504.0000,0.00890412
503.8000,0.00891825
503.6000,0.00889135
503.4000,0.00897219
503.2000,0.009063
503.0000,0.00918643
502.8000,0.00894207
502.6000,0.00884033
502.4000,0.00880451
502.2000,0.00901341
502.0000,0.00898703
501.8000,0.00884092
501.6000,0.00873425
501.4000,0.00896351
501.2000,0.00890489
501.0000,0.00891903
500.8000,0.00881817
500.6000,0.00886236
500.4000,0.00879881
500.2000,0.00869968
500.0000,0.00869023
499.8000,0.00886587
499.6000,0.00903342
499.4000,0.00915299
499.2000,0.0090355
499.0000,0.00897539
498.8000,0.0090317
498.6000,0.00908225
498.4000,0.0089005
498.2000,0.00885832
498.0000,0.00886658
497.8000,0.00911367
497.6000,0.00906389
497.4000,0.00876109
497.2000,0.0088092
497.0000,0.00906223
496.8000,0.00895128
496.6000,0.00889717
496.4000,0.0088667
496.2000,0.00885565
496.0000,0.00910862
495.8000,0.00911812
495.6000,0.00904085
495.4000,0.00909044
495.2000,0.00908314
495.0000,0.00896144
494.8000,0.00892318
494.6000,0.00892746
494.4000,0.00901513
494.2000,0.00900378
494.0000,0.00904809
493.8000,0.00907512
